Linea;Línea Unificada;Canal de distribución;Anio;Mes;Fac Impo Bruto;Costo Total Com;Fac Kilos;Comercial Kilos;Anul Fact Kilos;Dev Irrecup Kilos;Dev Reparto Kilos
OBLEAS;Galletitas;Supermercados;2020;Febrero;622123;374171;1932;3695;0;55;303
OBLEAS;Galletitas;Supermercados;2020;Marzo;1152432;230806;3630;2243;0;35;215
OBLEAS;Galletitas;Supermercados;2020;Abril;903067;391656;2846;3031;0;25;50
OBLEAS;Galletitas;Supermercados;2020;Mayo;613555;258016;1876;2312;0;12;54
OBLEAS;Galletitas;Supermercados;2020;Junio;872006;359112;2739;3343;0;16;71
OBLEAS;Galletitas;Supermercados;2020;Julio;1053150;303691;3301;2845;0;1;3
OBLEAS;Galletitas;Supermercados;2020;Agosto;1281466;481067;3892;3472;0;3;17
OBLEAS;Galletitas;Supermercados;2020;Septiembre;1086963;353549;3262;2316;0;1;13
OBLEAS;Galletitas;Supermercados;2020;Octubre;1380529;631918;4082;4021;0;8;8
OBLEAS;Galletitas;Supermercados;2020;Noviembre;1043366;507629;3015;3370;0;1;27
OBLEAS;Galletitas;Supermercados;2020;Diciembre;1260596;401493;3609;2575;0;0;0
OBLEAS;Galletitas;Supermercados;2021;Enero;768207;495859;2229;3576;0;0;8
OBLEAS;Galletitas;Supermercados;2021;Febrero;1273536;748954;3691;5142;0;0;0
OBLEAS;Galletitas;Supermercados;2021;Marzo;1893446;912623;5461;7148;0;1;7
OBLEAS;Galletitas;Supermercados;2021;Abril;3432035;1905217;9962;13952;0;2;34
OBLEAS;Galletitas;Supermercados;2021;Mayo;3521628;1164386;10289;8914;0;3;27
OBLEAS;Galletitas;Supermercados;2021;Junio;3464570;1333247;10086;9823;0;8;66
OBLEAS;Galletitas;Supermercados;2021;Julio;3763158;1697109;10527;10194;0;11;3
OBLEAS;Galletitas;Supermercados;2021;Agosto;3799827;904129;10033;5495;0;1;10
OBLEAS;Galletitas;Supermercados;2021;Septiembre;2852377;2325032;7143;13600;0;25;7
OBLEAS;Galletitas;Supermercados;2021;Octubre;4979647;1293049;12371;7358;0;29;17
OBLEAS;Galletitas;Supermercados;2021;Noviembre;2744530;1251924;6811;7186;0;8;186
OBLEAS;Galletitas;Supermercados;2021;Diciembre;3285647;1254135;8176;7292;0;2;10
OBLEAS;Galletitas;Supermercados;2022;Enero;2686353;1361332;6671;8134;0;1;3
OBLEAS;Galletitas;Supermercados;2022;Febrero;2368585;1544489;5623;10736;0;4;104
OBLEAS;Galletitas;Supermercados;2022;Marzo;3962479;2745340;9130;17770;0;10;390
OBLEAS;Galletitas;Supermercados;2022;Abril;5893600;1954620;13207;10934;0;2;15
OBLEAS;Galletitas;Supermercados;2022;Mayo;6704010;920487;14415;3493;0;8;67
OBLEAS;Galletitas;Supermercados;2022;Junio;6355138;3083576;13050;13993;0;2;20
OBLEAS;Galletitas;Supermercados;2022;Julio;3281242;1122;6109;-11;0;1;3
OBLEAS;Galletitas;Grandes Mayoristas;2019;Junio;173376;515750;710;4541;0;0;0
OBLEAS;Galletitas;Grandes Mayoristas;2019;Julio;1349904;179605;5484;1572;0;0;413
OBLEAS;Galletitas;Grandes Mayoristas;2019;Agosto;732730;300690;2656;2666;0;0;0
OBLEAS;Galletitas;Grandes Mayoristas;2019;Septiembre;104947;66162;338;385;0;0;0
OBLEAS;Galletitas;Grandes Mayoristas;2019;Octubre;251539;90678;826;666;0;0;0
OBLEAS;Galletitas;Grandes Mayoristas;2019;Noviembre;74419;24156;237;8;0;1;0
OBLEAS;Galletitas;Grandes Mayoristas;2019;Diciembre;110822;79959;349;688;0;2;108
OBLEAS;Galletitas;Grandes Mayoristas;2020;Enero;273197;84284;904;714;0;0;139
OBLEAS;Galletitas;Grandes Mayoristas;2020;Febrero;236678;71322;773;565;0;3;0
OBLEAS;Galletitas;Grandes Mayoristas;2020;Marzo;0;192593;0;1478;0;0;0
OBLEAS;Galletitas;Grandes Mayoristas;2020;Abril;124186;106423;408;-832;0;0;0
OBLEAS;Galletitas;Grandes Mayoristas;2020;Mayo;300614;132728;990;983;0;0;11
OBLEAS;Galletitas;Grandes Mayoristas;2020;Junio;133978;153381;445;832;0;0;0
OBLEAS;Galletitas;Grandes Mayoristas;2020;Julio;272301;79470;862;183;0;0;0
OBLEAS;Galletitas;Grandes Mayoristas;2020;Agosto;0;208092;0;1304;0;0;0
OBLEAS;Galletitas;Grandes Mayoristas;2020;Septiembre;356609;93252;1084;456;0;0;11
OBLEAS;Galletitas;Grandes Mayoristas;2020;Octubre;2291927;1667231;6726;10961;0;0;44
OBLEAS;Galletitas;Grandes Mayoristas;2020;Noviembre;1347720;-1380;3950;-9;0;0;9
OBLEAS;Galletitas;Grandes Mayoristas;2020;Diciembre;420047;52118;1229;340;0;0;0
OBLEAS;Galletitas;Grandes Mayoristas;2021;Enero;109829;51071;312;340;0;0;11
OBLEAS;Galletitas;Grandes Mayoristas;2021;Febrero;108595;-4367;309;-28;0;0;28
OBLEAS;Galletitas;Grandes Mayoristas;2021;Marzo;0;0;0;0;0;0;0
OBLEAS;Galletitas;Grandes Mayoristas;2021;Abril;46893;72872;133;456;0;0;0
OBLEAS;Galletitas;Grandes Mayoristas;2021;Mayo;130653;16227;373;101;0;0;0
OBLEAS;Galletitas;Grandes Mayoristas;2021;Junio;17122;163363;50;1004;0;0;4
OBLEAS;Galletitas;Grandes Mayoristas;2021;Julio;947094;980771;2572;4915;0;0;482
OBLEAS;Galletitas;Grandes Mayoristas;2021;Agosto;2514387;467732;6563;2804;0;0;60
OBLEAS;Galletitas;Grandes Mayoristas;2021;Septiembre;1061487;727836;2646;4175;0;1;0
OBLEAS;Galletitas;Grandes Mayoristas;2021;Octubre;721886;551499;1805;3101;0;2;0
OBLEAS;Galletitas;Grandes Mayoristas;2021;Noviembre;1937075;745811;4827;4177;0;2;0
OBLEAS;Galletitas;Grandes Mayoristas;2021;Diciembre;1483290;631643;3681;3539;0;1;376
OBLEAS;Galletitas;Grandes Mayoristas;2022;Enero;1384142;975605;3460;5325;0;2;0
OBLEAS;Galletitas;Grandes Mayoristas;2022;Febrero;3330849;2140400;7978;11488;0;1;162
OBLEAS;Galletitas;Grandes Mayoristas;2022;Marzo;3101952;1512991;7127;6626;0;3;7
OBLEAS;Galletitas;Grandes Mayoristas;2022;Abril;3258870;1501191;7419;6716;0;2;82
OBLEAS;Galletitas;Grandes Mayoristas;2022;Mayo;2323717;5269411;4927;8013;0;3;439
OBLEAS;Galletitas;Grandes Mayoristas;2022;Junio;6002536;2595258;12329;11435;0;2;4
OBLEAS;Galletitas;Grandes Mayoristas;2022;Julio;856688;148343;1697;490;0;0;0
OBLEAS;Galletitas;Mayoristas;2019;Junio;140112;108111;530;1025;0;0;0
OBLEAS;Galletitas;Mayoristas;2019;Julio;163380;71274;623;770;0;0;0
OBLEAS;Galletitas;Mayoristas;2019;Agosto;199190;30521;675;194;0;0;10
OBLEAS;Galletitas;Mayoristas;2019;Septiembre;55507;24054;174;162;0;0;0
OBLEAS;Galletitas;Mayoristas;2019;Octubre;78970;15741;250;271;0;0;0
OBLEAS;Galletitas;Mayoristas;2019;Noviembre;13910;7632;43;-77;0;0;0
OBLEAS;Galletitas;Mayoristas;2019;Diciembre;8064;13033;28;79;0;0;0
OBLEAS;Galletitas;Mayoristas;2020;Enero;31968;-4791;101;-2;0;0;101
OBLEAS;Galletitas;Mayoristas;2020;Febrero;147168;78114;459;736;0;0;0
OBLEAS;Galletitas;Mayoristas;2020;Marzo;167530;57761;559;483;0;0;0
OBLEAS;Galletitas;Mayoristas;2020;Abril;69523;33713;234;94;0;0;1
OBLEAS;Galletitas;Mayoristas;2020;Mayo;95242;27631;315;202;0;0;0
OBLEAS;Galletitas;Mayoristas;2020;Junio;137477;105074;435;671;0;0;0
OBLEAS;Galletitas;Mayoristas;2020;Julio;158864;60943;487;563;0;0;0
OBLEAS;Galletitas;Mayoristas;2020;Agosto;314217;114434;939;777;0;0;0
OBLEAS;Galletitas;Mayoristas;2020;Septiembre;110343;55124;326;404;0;0;0
OBLEAS;Galletitas;Mayoristas;2020;Octubre;144834;39118;414;239;0;0;0
OBLEAS;Galletitas;Mayoristas;2020;Noviembre;213588;87311;606;561;0;0;10
OBLEAS;Galletitas;Mayoristas;2020;Diciembre;154608;67554;431;434;0;0;0
OBLEAS;Galletitas;Mayoristas;2021;Enero;113747;116156;324;777;0;0;0
OBLEAS;Galletitas;Mayoristas;2021;Febrero;269249;63533;775;411;0;0;0
OBLEAS;Galletitas;Mayoristas;2021;Marzo;193511;99701;548;950;0;0;0
OBLEAS;Galletitas;Mayoristas;2021;Abril;239308;80799;694;405;0;0;0
OBLEAS;Galletitas;Mayoristas;2021;Mayo;314414;195450;910;1495;0;0;0
OBLEAS;Galletitas;Mayoristas;2021;Junio;323021;150061;896;1319;0;0;7
OBLEAS;Galletitas;Mayoristas;2021;Julio;654711;138477;1741;757;0;0;101
OBLEAS;Galletitas;Mayoristas;2021;Agosto;277892;73078;706;430;0;0;0
OBLEAS;Galletitas;Mayoristas;2021;Septiembre;155457;162637;377;948;0;0;0
OBLEAS;Galletitas;Mayoristas;2021;Octubre;563985;134169;1347;718;0;0;0
OBLEAS;Galletitas;Mayoristas;2021;Noviembre;226470;130658;546;755;0;0;0
OBLEAS;Galletitas;Mayoristas;2021;Diciembre;297054;148015;705;737;0;0;0
OBLEAS;Galletitas;Mayoristas;2022;Enero;310933;153675;736;981;0;0;0
OBLEAS;Galletitas;Mayoristas;2022;Febrero;997817;427350;2275;2474;0;0;0
OBLEAS;Galletitas;Mayoristas;2022;Marzo;653164;293913;1448;1777;0;0;32
OBLEAS;Galletitas;Mayoristas;2022;Abril;484392;533621;1022;2386;0;1;0
OBLEAS;Galletitas;Mayoristas;2022;Mayo;1097563;516157;2193;810;0;0;0
OBLEAS;Galletitas;Mayoristas;2022;Junio;698626;493456;1402;2184;0;0;7
OBLEAS;Galletitas;Mayoristas;2022;Julio;734443;10293;1323;34;0;0;0
OBLEAS;Galletitas;Distribuidores Golosineros;2019;Junio;219156;184178;747;1096;0;0;69
OBLEAS;Galletitas;Distribuidores Golosineros;2019;Julio;177480;64025;647;788;0;0;5
OBLEAS;Galletitas;Distribuidores Golosineros;2019;Agosto;105134;10748;344;136;0;0;0
OBLEAS;Galletitas;Distribuidores Golosineros;2019;Septiembre;73531;39542;216;153;0;0;0
OBLEAS;Galletitas;Distribuidores Golosineros;2019;Octubre;1055261;374880;3100;3130;0;0;0
OBLEAS;Galletitas;Distribuidores Golosineros;2019;Noviembre;287496;121930;868;680;0;0;0
OBLEAS;Galletitas;Distribuidores Golosineros;2019;Diciembre;17914;167538;58;1348;0;0;0
OBLEAS;Galletitas;Distribuidores Golosineros;2020;Enero;459302;6006;1450;78;0;0;0
OBLEAS;Galletitas;Distribuidores Golosineros;2020;Febrero;360490;184978;1095;1809;0;0;0
OBLEAS;Galletitas;Distribuidores Golosineros;2020;Marzo;250877;9828;748;70;0;0;82
OBLEAS;Galletitas;Distribuidores Golosineros;2020;Abril;19051;37054;63;147;0;13;8
OBLEAS;Galletitas;Distribuidores Golosineros;2020;Mayo;108216;-467;293;-9;0;0;28
OBLEAS;Galletitas;Distribuidores Golosineros;2020;Junio;35482;35659;104;192;0;0;0
OBLEAS;Galletitas;Distribuidores Golosineros;2020;Julio;48885;11150;122;112;0;0;0
OBLEAS;Galletitas;Distribuidores Golosineros;2020;Agosto;34969;38947;97;297;0;0;21
OBLEAS;Galletitas;Distribuidores Golosineros;2020;Septiembre;211431;86041;634;572;0;0;0
OBLEAS;Galletitas;Distribuidores Golosineros;2020;Octubre;440343;268930;1083;1703;0;0;0
OBLEAS;Galletitas;Distribuidores Golosineros;2020;Noviembre;133675;23463;328;137;0;0;5
OBLEAS;Galletitas;Distribuidores Golosineros;2020;Diciembre;303815;16068;742;97;0;0;0
OBLEAS;Galletitas;Distribuidores Golosineros;2021;Enero;23045;59083;56;378;0;0;0
OBLEAS;Galletitas;Distribuidores Golosineros;2021;Febrero;137795;126783;374;715;0;0;0
OBLEAS;Galletitas;Distribuidores Golosineros;2021;Marzo;1229449;359556;2842;2125;0;0;0
OBLEAS;Galletitas;Distribuidores Golosineros;2021;Abril;282605;120683;747;709;0;0;0
OBLEAS;Galletitas;Distribuidores Golosineros;2021;Mayo;131608;101433;375;688;0;0;0
OBLEAS;Galletitas;Distribuidores Golosineros;2021;Junio;259653;181166;711;1042;0;0;0
OBLEAS;Galletitas;Distribuidores Golosineros;2021;Julio;546520;177549;1437;1018;0;0;0
OBLEAS;Galletitas;Distribuidores Golosineros;2021;Agosto;241994;212240;622;1193;0;0;0
OBLEAS;Galletitas;Distribuidores Golosineros;2021;Septiembre;332729;202177;800;985;0;0;0
OBLEAS;Galletitas;Distribuidores Golosineros;2021;Octubre;510431;162785;1233;889;0;0;7
OBLEAS;Galletitas;Distribuidores Golosineros;2021;Noviembre;627130;314898;1517;1809;0;0;109
OBLEAS;Galletitas;Distribuidores Golosineros;2021;Diciembre;468283;150449;1141;487;0;0;118
OBLEAS;Galletitas;Distribuidores Golosineros;2022;Enero;465473;258666;1056;1525;0;0;3
OBLEAS;Galletitas;Distribuidores Golosineros;2022;Febrero;446929;267232;1031;1731;0;0;4
OBLEAS;Galletitas;Distribuidores Golosineros;2022;Marzo;844214;285308;1812;2094;0;0;34
OBLEAS;Galletitas;Distribuidores Golosineros;2022;Abril;768506;142961;1726;798;0;0;41
OBLEAS;Galletitas;Distribuidores Golosineros;2022;Mayo;463092;195881;972;830;0;0;50
OBLEAS;Galletitas;Distribuidores Golosineros;2022;Junio;501019;309053;1031;1321;0;0;24
OBLEAS;Galletitas;Distribuidores Golosineros;2022;Julio;171686;0;299;0;0;0;0
OBLEAS;Galletitas;No Tradicionales / Especiales;2019;Junio;0;5962;0;57;0;0;0
OBLEAS;Galletitas;No Tradicionales / Especiales;2019;Julio;24408;2398;84;27;0;0;9
OBLEAS;Galletitas;No Tradicionales / Especiales;2019;Agosto;452520;14620;1297;100;0;0;1188
OBLEAS;Galletitas;No Tradicionales / Especiales;2019;Septiembre;6350;13336;15;136;0;0;0
OBLEAS;Galletitas;No Tradicionales / Especiales;2019;Octubre;37973;5566;99;-22;0;0;0
OBLEAS;Galletitas;No Tradicionales / Especiales;2019;Noviembre;0;13465;0;106;0;0;0
OBLEAS;Galletitas;No Tradicionales / Especiales;2019;Diciembre;13219;0;39;-67;0;0;0
OBLEAS;Galletitas;No Tradicionales / Especiales;2020;Enero;28469;19472;86;142;0;0;0
OBLEAS;Galletitas;No Tradicionales / Especiales;2020;Febrero;64627;33362;190;219;0;0;13
OBLEAS;Galletitas;No Tradicionales / Especiales;2020;Marzo;14602;-11341;46;-145;0;59;35
OBLEAS;Galletitas;No Tradicionales / Especiales;2020;Abril;2419;8284;8;51;0;0;0
OBLEAS;Galletitas;No Tradicionales / Especiales;2020;Mayo;11750;8087;35;60;0;0;0
OBLEAS;Galletitas;No Tradicionales / Especiales;2020;Junio;49075;19104;164;218;0;0;0
OBLEAS;Galletitas;No Tradicionales / Especiales;2020;Julio;42296;9624;129;67;0;0;0
OBLEAS;Galletitas;No Tradicionales / Especiales;2020;Agosto;72438;29596;211;191;0;0;0
OBLEAS;Galletitas;No Tradicionales / Especiales;2020;Septiembre;83474;29922;247;207;0;0;0
OBLEAS;Galletitas;No Tradicionales / Especiales;2020;Octubre;100262;41736;283;283;0;0;0
OBLEAS;Galletitas;No Tradicionales / Especiales;2020;Noviembre;29617;16119;84;105;0;0;0
OBLEAS;Galletitas;No Tradicionales / Especiales;2020;Diciembre;7404;0;21;0;0;0;0
OBLEAS;Galletitas;No Tradicionales / Especiales;2021;Enero;54298;23166;154;154;0;0;0
OBLEAS;Galletitas;No Tradicionales / Especiales;2021;Febrero;48621;26228;139;170;0;0;0
OBLEAS;Galletitas;No Tradicionales / Especiales;2021;Marzo;29154;8408;83;53;0;0;0
OBLEAS;Galletitas;No Tradicionales / Especiales;2021;Abril;49176;22365;140;140;0;0;0
OBLEAS;Galletitas;No Tradicionales / Especiales;2021;Mayo;0;35676;0;224;0;0;0
OBLEAS;Galletitas;No Tradicionales / Especiales;2021;Junio;86937;305939;247;1755;0;0;0
OBLEAS;Galletitas;No Tradicionales / Especiales;2021;Julio;428020;99504;1171;-388;0;0;0
OBLEAS;Galletitas;No Tradicionales / Especiales;2021;Agosto;190347;126589;489;757;0;0;0
OBLEAS;Galletitas;No Tradicionales / Especiales;2021;Septiembre;176265;61823;441;397;0;0;0
OBLEAS;Galletitas;No Tradicionales / Especiales;2021;Octubre;178038;70665;442;398;0;0;0
OBLEAS;Galletitas;No Tradicionales / Especiales;2021;Noviembre;262891;153714;612;844;0;0;0
OBLEAS;Galletitas;No Tradicionales / Especiales;2021;Diciembre;247478;83542;575;205;0;0;0
OBLEAS;Galletitas;No Tradicionales / Especiales;2022;Enero;93861;83131;236;468;0;0;0
OBLEAS;Galletitas;No Tradicionales / Especiales;2022;Febrero;118626;102360;289;317;0;0;0
OBLEAS;Galletitas;No Tradicionales / Especiales;2022;Marzo;250914;171318;578;904;0;0;14
OBLEAS;Galletitas;No Tradicionales / Especiales;2022;Abril;450038;167233;979;445;0;0;10
OBLEAS;Galletitas;No Tradicionales / Especiales;2022;Mayo;308093;121331;644;423;0;0;0
OBLEAS;Galletitas;No Tradicionales / Especiales;2022;Junio;249619;102503;477;494;0;0;10
OBLEAS;Galletitas;No Tradicionales / Especiales;2022;Julio;44760;-752;84;-3;0;0;3
OBLEAS;Galletitas;Fleteros;2020;Abril;718;353;3;3;0;0;0
OBLEAS;Galletitas;Fleteros;2020;Mayo;3245;1646;12;12;0;0;0
OBLEAS;Galletitas;Fleteros;2020;Diciembre;2052;1053;7;7;0;0;0
OBLEAS;Galletitas;Fleteros;2021;Marzo;2052;1039;7;7;0;0;0
OBLEAS;Galletitas;Fleteros;2021;Junio;27701;14755;91;91;0;0;0
OBLEAS;Galletitas;Fleteros;2021;Julio;1319;590;4;4;0;0;0
OBLEAS;Galletitas;Fleteros;2021;Agosto;4100;1715;10;10;0;0;0
OBLEAS;Galletitas;Fleteros;2022;Enero;2664;1209;7;7;0;0;0
OBLEAS;Galletitas;Fleteros;2022;Febrero;4698;2014;11;11;0;0;0
OBLEAS;Galletitas;Fleteros;2022;Abril;4730;2262;10;10;0;0;0
OBLEAS;Galletitas;Fleteros;2022;Mayo;1800;814;4;4;0;0;0
OBLEAS;Galletitas;Fleteros;2022;Junio;16128;6784;28;28;0;0;0
OBLEAS;Galletitas;Contaduria;2019;Junio;3696;1281;13;13;0;0;0
OBLEAS;Galletitas;Contaduria;2019;Julio;4088;1850;15;16;0;0;0
OBLEAS;Galletitas;Contaduria;2019;Agosto;5675;2619;22;21;0;0;0
OBLEAS;Galletitas;Contaduria;2019;Septiembre;2150;1034;8;8;0;0;0
OBLEAS;Galletitas;Contaduria;2019;Octubre;693;310;2;2;0;0;0
OBLEAS;Galletitas;Contaduria;2019;Noviembre;953;517;4;4;0;0;0
OBLEAS;Galletitas;Contaduria;2019;Diciembre;265905;259;1007;2;0;0;0
OBLEAS;Galletitas;Contaduria;2020;Enero;415947;215;1606;2;0;0;0
OBLEAS;Galletitas;Contaduria;2020;Febrero;132;71;1;1;0;0;0
OBLEAS;Galletitas;Contaduria;2020;Marzo;88654;835;363;6;0;0;0
OBLEAS;Galletitas;Contaduria;2020;Abril;13951;341;59;3;0;0;0
OBLEAS;Galletitas;Contaduria;2020;Mayo;62889;177;228;1;0;0;0
OBLEAS;Galletitas;Contaduria;2020;Junio;132;80;1;1;0;0;0
OBLEAS;Galletitas;Contaduria;2020;Agosto;665;395;3;3;0;0;0
OBLEAS;Galletitas;Contaduria;2020;Septiembre;346;186;1;1;0;0;0
OBLEAS;Galletitas;Contaduria;2020;Diciembre;5487;110;16;1;0;0;0
OBLEAS;Galletitas;Contaduria;2021;Enero;975;488;3;3;0;0;0
OBLEAS;Galletitas;Contaduria;2021;Febrero;203;106;1;1;0;0;0
OBLEAS;Galletitas;Contaduria;2021;Marzo;501;267;2;2;0;0;0
OBLEAS;Galletitas;Contaduria;2021;Abril;63;0;0;0;0;0;0
OBLEAS;Galletitas;Contaduria;2021;Mayo;26082;89;74;1;0;0;0
OBLEAS;Galletitas;Contaduria;2021;Junio;335;182;1;1;0;0;0
OBLEAS;Galletitas;Contaduria;2021;Julio;1930;1038;6;6;0;0;0
OBLEAS;Galletitas;Contaduria;2021;Agosto;209;116;1;1;0;0;0
OBLEAS;Galletitas;Contaduria;2021;Septiembre;377;217;1;1;0;0;0
OBLEAS;Galletitas;Contaduria;2021;Noviembre;35973;914;109;5;0;0;0
OBLEAS;Galletitas;Contaduria;2021;Diciembre;2438;1445;8;8;0;0;0
OBLEAS;Galletitas;Contaduria;2022;Febrero;90;44;0;0;0;0;0
OBLEAS;Galletitas;Contaduria;2022;Marzo;0;-44;0;0;0;0;0
OBLEAS;Galletitas;Contaduria;2022;Abril;32344;434;76;2;0;0;1
OBLEAS;Galletitas;Contaduria;2022;Mayo;35378;361;71;2;0;0;0
OBLEAS;Galletitas;Contaduria;2022;Junio;1910;1055;4;4;0;0;0
OBLEAS;Galletitas;Contaduria;2022;Julio;1083;772;3;3;0;0;0
TOSTADAS;Tostadas;Cadenas de Supermercados;2019;Octubre;68486;214149;236;1967;0;0;0
TOSTADAS;Tostadas;Cadenas de Supermercados;2019;Noviembre;346417;36377;1184;-161;0;0;3
TOSTADAS;Tostadas;Cadenas de Supermercados;2019;Diciembre;252722;251791;867;2382;0;0;0
TOSTADAS;Tostadas;Cadenas de Supermercados;2020;Enero;520889;339875;1791;1863;0;0;150
TOSTADAS;Tostadas;Cadenas de Supermercados;2020;Febrero;942155;475572;3234;2753;0;0;0
TOSTADAS;Tostadas;Cadenas de Supermercados;2020;Marzo;1028668;488311;3531;3614;0;0;6
TOSTADAS;Tostadas;Cadenas de Supermercados;2020;Abril;656864;589214;2252;3931;0;0;0
TOSTADAS;Tostadas;Cadenas de Supermercados;2020;Mayo;1056270;486009;3612;2981;0;0;0
TOSTADAS;Tostadas;Cadenas de Supermercados;2020;Junio;959803;347321;3295;1832;0;0;0
TOSTADAS;Tostadas;Cadenas de Supermercados;2020;Julio;686654;212360;2336;1273;0;0;3
TOSTADAS;Tostadas;Cadenas de Supermercados;2020;Agosto;355646;255932;1175;1914;0;0;6
TOSTADAS;Tostadas;Cadenas de Supermercados;2020;Septiembre;1063018;858904;3084;5135;0;0;0
TOSTADAS;Tostadas;Cadenas de Supermercados;2020;Octubre;2450384;838403;6803;3999;0;0;5
TOSTADAS;Tostadas;Cadenas de Supermercados;2020;Noviembre;1853818;869720;5061;5168;0;0;5
TOSTADAS;Tostadas;Cadenas de Supermercados;2020;Diciembre;465335;968810;1273;6022;0;0;0
TOSTADAS;Tostadas;Cadenas de Supermercados;2021;Enero;3734857;1307373;10147;7755;0;0;0
TOSTADAS;Tostadas;Cadenas de Supermercados;2021;Febrero;1969241;854777;5362;5015;0;0;0
TOSTADAS;Tostadas;Cadenas de Supermercados;2021;Marzo;3764294;1443667;10296;8246;0;0;593
TOSTADAS;Tostadas;Cadenas de Supermercados;2021;Abril;2964024;1713862;7857;10204;0;0;61
TOSTADAS;Tostadas;Cadenas de Supermercados;2021;Mayo;3938465;1183971;9360;7019;0;0;317
TOSTADAS;Tostadas;Cadenas de Supermercados;2021;Junio;3784568;1605932;7986;9885;0;0;0
TOSTADAS;Tostadas;Cadenas de Supermercados;2021;Julio;5590336;1471922;9675;7832;0;0;0
TOSTADAS;Tostadas;Cadenas de Supermercados;2021;Agosto;4740416;1488203;9380;8614;0;0;0
TOSTADAS;Tostadas;Cadenas de Supermercados;2021;Septiembre;3677816;1572372;6781;8436;0;0;0
TOSTADAS;Tostadas;Cadenas de Supermercados;2021;Octubre;1499772;281147;2763;984;0;0;0
TOSTADAS;Tostadas;Cadenas de Supermercados;2021;Noviembre;5601754;2393802;10543;11696;0;0;0
TOSTADAS;Tostadas;Cadenas de Supermercados;2021;Diciembre;5727432;2000656;8979;9029;0;0;0
TOSTADAS;Tostadas;Cadenas de Supermercados;2022;Enero;6273818;2712361;11174;12957;0;0;5
TOSTADAS;Tostadas;Cadenas de Supermercados;2022;Febrero;7658148;2561856;12651;11478;0;0;0
TOSTADAS;Tostadas;Cadenas de Supermercados;2022;Marzo;8981930;3644879;14559;15559;0;0;281
TOSTADAS;Tostadas;Cadenas de Supermercados;2022;Abril;3949783;1328558;5868;4520;0;0;12
TOSTADAS;Tostadas;Cadenas de Supermercados;2022;Mayo;9973116;5210666;15209;20398;0;0;0
TOSTADAS;Tostadas;Cadenas de Supermercados;2022;Junio;7303603;2695146;10225;7880;0;0;5
TOSTADAS;Tostadas;Cadenas de Supermercados;2022;Julio;3071338;1287924;4164;2477;0;0;0
TOSTADAS;Tostadas;Distribuidores;2019;Junio;650064;544571;2690;7402;0;0;0
TOSTADAS;Tostadas;Distribuidores;2019;Julio;1677360;657946;6941;6310;0;0;14
TOSTADAS;Tostadas;Distribuidores;2019;Agosto;1042886;166302;4268;1544;0;0;107
TOSTADAS;Tostadas;Distribuidores;2019;Septiembre;678600;209404;2356;1725;0;0;49
TOSTADAS;Tostadas;Distribuidores;2019;Octubre;521165;193904;1797;1889;0;69;14
TOSTADAS;Tostadas;Distribuidores;2019;Noviembre;480240;210669;1656;1788;0;0;23
TOSTADAS;Tostadas;Distribuidores;2019;Diciembre;437645;203987;1509;1831;0;0;0
TOSTADAS;Tostadas;Distribuidores;2020;Enero;776736;246060;2678;2201;0;5;17
TOSTADAS;Tostadas;Distribuidores;2020;Febrero;432634;324992;1492;2278;0;0;46
TOSTADAS;Tostadas;Distribuidores;2020;Marzo;905357;352071;3122;2595;0;0;3
TOSTADAS;Tostadas;Distribuidores;2020;Abril;971338;604147;3349;4062;0;47;0
TOSTADAS;Tostadas;Distribuidores;2020;Mayo;1014768;582579;3499;4410;0;2;0
TOSTADAS;Tostadas;Distribuidores;2020;Junio;1439885;624338;4965;4599;0;4;14
TOSTADAS;Tostadas;Distribuidores;2020;Julio;1306754;389858;4478;2471;0;0;78
TOSTADAS;Tostadas;Distribuidores;2020;Agosto;591489;359505;1964;2655;0;0;84
TOSTADAS;Tostadas;Distribuidores;2020;Septiembre;369158;335432;1224;1836;0;0;0
TOSTADAS;Tostadas;Distribuidores;2020;Octubre;1237515;503780;3951;3160;0;0;5
TOSTADAS;Tostadas;Distribuidores;2020;Noviembre;768603;405362;2422;2399;0;0;29
TOSTADAS;Tostadas;Distribuidores;2020;Diciembre;720208;311108;2237;1943;0;0;29
TOSTADAS;Tostadas;Distribuidores;2021;Enero;936745;656100;2629;3749;0;0;5
TOSTADAS;Tostadas;Distribuidores;2021;Febrero;1740004;1054900;4819;5807;0;0;51
TOSTADAS;Tostadas;Distribuidores;2021;Marzo;2211246;1198145;6054;7054;0;0;36
TOSTADAS;Tostadas;Distribuidores;2021;Abril;2222041;971534;6078;6410;0;0;0
TOSTADAS;Tostadas;Distribuidores;2021;Mayo;1810898;688915;4954;4043;0;0;322
TOSTADAS;Tostadas;Distribuidores;2021;Junio;2350456;941013;5749;6384;0;3;97
TOSTADAS;Tostadas;Distribuidores;2021;Julio;2792160;830939;6667;4960;0;0;33
TOSTADAS;Tostadas;Distribuidores;2021;Agosto;1975046;699706;4218;3887;0;0;5
TOSTADAS;Tostadas;Distribuidores;2021;Septiembre;2136601;1230390;4435;6790;0;0;6
TOSTADAS;Tostadas;Distribuidores;2021;Octubre;3201916;816309;6754;4264;0;0;15
TOSTADAS;Tostadas;Distribuidores;2021;Noviembre;2027806;1187716;4388;6360;0;0;16
TOSTADAS;Tostadas;Distribuidores;2021;Diciembre;3391117;900159;7609;4905;0;1;10
