Linea;Línea Unificada;Canal de distribución;Anio;Mes;Fac Impo Bruto;Costo Total Com;Fac Kilos;Comercial Kilos;Anul Fact Kilos;Dev Irrecup Kilos;Dev Reparto Kilos
YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;2022;Febrero;52601392;28524931;125924;134823;0;286;275
YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;2022;Marzo;69904422;29616477;166233;128867;0;180;220
YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;2022;Abril;43190956;24815686;98363;106463;0;284;565
YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;2022;Mayo;57152045;30943218;123132;120996;0;200;8965
YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;2022;Junio;47884858;28910818;101473;115233;0;356;673
YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;2022;Julio;32282103;374430;65218;1435;0;73;50
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2017;Enero;43702695;28502122;1053401;1268247;0;1755;67347
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2017;Febrero;65348064;8373546;1569198;364148;25800;1783;36257
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2017;Marzo;38351669;21985439;886916;978151;0;461;60127
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2017;Abril;43780274;32609475;975973;1475720;0;1556;2047
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2017;Mayo;49709261;26509961;1112804;1213444;0;5915;38848
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2017;Junio;59542004;30931805;1329419;1356623;0;2620;1225
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2017;Julio;56929480;28577083;1258913;1233298;0;1157;61776
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2017;Agosto;69065537;30827040;1462330;1249387;0;1491;69630
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2017;Septiembre;66120031;24746204;1376845;907005;0;607;21498
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2017;Octubre;38681620;37570563;768299;1499262;0;684;18088
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2017;Noviembre;90393121;28533511;1754704;1143386;0;1626;59946
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2017;Diciembre;51255779;34565890;962952;1182273;0;806;119458
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2018;Enero;72927218;36538203;1298967;938306;0;507;118706
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2018;Febrero;59728074;19683859;1074191;589820;0;237;130598
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2018;Marzo;55905464;26307478;992994;860633;0;2439;73388
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2018;Abril;38544124;23629021;676510;769388;0;1135;8981
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2018;Mayo;71299834;32600961;1201741;906933;0;265;43703
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2018;Junio;44326501;37534832;711097;1093133;0;708;38514
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2018;Julio;77242720;36995885;1148055;1066972;0;649;17413
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2018;Agosto;78022281;41026368;1070242;1162122;0;1220;3466
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2018;Septiembre;93230917;42816631;1198031;1127843;0;533;412
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2018;Octubre;75600456;43906426;944470;1079327;0;833;1512
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2018;Noviembre;122978620;53313640;1414895;1210421;0;1013;51334
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2018;Diciembre;71817050;40736138;770405;960088;0;111;20317
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2019;Enero;83859073;49134796;878440;835673;0;958;73344
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2019;Febrero;76676494;37022332;805710;811615;0;88;3862
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2019;Marzo;86642035;55969924;852211;836731;0;117;31097
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2019;Abril;117974114;57870096;1142097;1207125;0;331;3393
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2019;Mayo;140929210;60416472;1250504;1041984;0;769;34892
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2019;Junio;129294053;58485138;1060523;991004;34623;119;36740
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2019;Julio;127341521;52184797;984096;858679;0;861;36613
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2019;Agosto;133202467;85090466;1005220;1201051;0;850;503
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2019;Septiembre;202123275;89997435;1429501;1106492;10930;1035;23567
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2019;Octubre;196249499;69828257;1233784;990059;720;525;14175
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2019;Noviembre;97828740;82937736;579829;1046129;0;270;1372
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2019;Diciembre;253721785;81211688;1356893;1022921;1296;1583;8592
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2020;Enero;207956045;110570400;1124066;1348054;0;92;13727
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2020;Febrero;164118285;112754974;888411;1240588;0;846;2134
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2020;Marzo;237764600;64834098;1250489;717491;0;119;50132
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2020;Abril;257590093;142268468;1307512;1239016;0;131;25679
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2020;Mayo;175275323;125240574;874930;1212609;0;180;835
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2020;Junio;236917620;129083058;1188097;1065626;0;68;1632
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2020;Julio;269581522;98812676;1272081;747053;17438;335;1379
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2020;Agosto;133849502;84851243;602188;623981;0;158;1294
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2020;Septiembre;279810889;146332135;1206713;1061373;0;17;9957
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2020;Octubre;209973850;103781584;795413;754326;0;109;630
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2020;Noviembre;124439792;75558105;467174;506136;0;0;1044
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2020;Diciembre;130638345;107854275;466668;758085;0;0;688
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2021;Enero;202785910;92928664;692053;630690;0;0;5587
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2021;Febrero;297234638;125720384;1010811;845901;0;0;2473
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2021;Marzo;309091818;127563022;1028320;764560;0;83;20646
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2021;Abril;262700626;157913947;875548;985956;0;31;18381
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2021;Mayo;372009477;198380902;1153911;1075445;0;14;28876
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2021;Junio;285006403;188409841;870422;1048717;0;586;433
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2021;Julio;352032052;168071738;1019495;907971;0;2;8328
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2021;Agosto;194926500;172424062;560530;868730;0;473;1533
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2021;Septiembre;377440845;175610546;1017358;866384;0;567;3708
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2021;Octubre;347871297;176961345;898211;895007;0;254;606
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2021;Noviembre;351187905;194257113;879262;968930;0;284;286
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2021;Diciembre;302317504;190144353;752598;935690;0;181;4223
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2022;Enero;478749032;143422789;1180426;709438;0;219;77462
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2022;Febrero;112694876;160117178;259956;806871;0;90;52812
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2022;Marzo;502980757;173332826;1174259;823859;0;342;304
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2022;Abril;305240500;191040833;673785;823773;0;297;761
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2022;Mayo;233413486;164861660;480413;659015;0;441;173
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2022;Junio;497567071;136720134;1014579;534550;0;584;54467
YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2022;Julio;148985610;89591710;296218;338647;0;8;108
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2017;Enero;3998780;2013259;92956;94017;0;164;59
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2017;Febrero;3707761;2339516;87013;104843;0;75;255
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2017;Marzo;5780537;1722859;130357;76975;0;51;225
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2017;Abril;2940665;1759630;61603;78940;0;66;95
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2017;Mayo;3861532;1564986;82887;71295;0;55;16
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2017;Junio;3955849;2866142;84657;126378;0;100;398
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2017;Julio;4929246;1679248;103784;70599;0;97;468
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2017;Agosto;3866892;2220685;73897;90349;0;100;504
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2017;Septiembre;5779166;3242421;115090;131409;0;51;113
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2017;Octubre;4558519;1589082;89624;62908;0;88;61
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2017;Noviembre;4234138;2582217;79935;101918;0;126;58
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2017;Diciembre;5013546;1576416;92345;61700;0;88;268
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2018;Enero;3800609;2710767;66670;91423;0;55;145
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2018;Febrero;5068130;2621068;87655;88759;0;40;2220
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2018;Marzo;5361150;2216386;90744;74208;0;127;103
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2018;Abril;5395770;3491153;92015;114294;0;111;1622
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2018;Mayo;6026780;3688694;99382;112388;0;58;447
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2018;Junio;7539382;3756988;118388;112204;0;52;1220
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2018;Julio;6769874;4126372;99550;118700;0;217;593
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2018;Agosto;9561793;2812353;128299;78491;0;63;144
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2018;Septiembre;6459962;4475977;80167;117338;105;323;3071
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2018;Octubre;9088227;2456412;110697;66214;0;54;279
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2018;Noviembre;7716095;4768922;88369;114765;0;251;43
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2018;Diciembre;7912652;2810834;90428;68770;0;57;75
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2019;Enero;7522684;2461448;80131;57974;0;53;149
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2019;Febrero;6809270;4604064;69447;105529;0;219;845
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2019;Marzo;9125854;2674408;88767;61634;0;18;96
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2019;Abril;5829790;4237680;55362;95577;0;45;1377
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2019;Mayo;11597147;3264357;101075;58276;0;53;139
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2019;Junio;7825897;3996585;63181;70644;0;83;2551
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2019;Julio;11434289;6478410;92330;110400;0;177;1610
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2019;Agosto;13193477;4485446;104338;69460;0;294;205
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2019;Septiembre;11569001;5007377;84249;76909;0;202;370
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2019;Octubre;11914977;4236323;81810;65080;0;34;88
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2019;Noviembre;8816936;4516572;54008;59810;0;17;12
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2019;Diciembre;6450514;3141646;37844;44305;0;26;107
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2020;Enero;9703447;4982920;53347;53087;0;29;163
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2020;Febrero;9734465;9668515;53971;106644;0;48;33
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2020;Marzo;22622700;9868243;125178;112461;0;15;68
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2020;Abril;14583400;4797027;82685;48567;0;36;92
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2020;Mayo;11100590;6164338;60823;59535;0;7;22
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2020;Junio;12208489;6793258;65952;76134;0;53;230
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2020;Julio;12088480;6714070;66986;51809;0;69;70
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2020;Agosto;14411219;13943057;72862;102277;0;41;105
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2020;Septiembre;16577418;8733453;82820;62403;0;35;6876
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2020;Octubre;15878881;10262925;63012;70780;0;36;235
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2020;Noviembre;18716222;11970712;73333;85042;0;57;203
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2020;Diciembre;21457357;7175436;81594;52066;0;15;156
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2021;Enero;16556630;8403760;58283;56583;0;150;85
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2021;Febrero;13572408;7981776;47147;54982;0;26;318
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2021;Marzo;15271280;7802586;54745;62518;0;11;76
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2021;Abril;23462918;11216712;83830;64434;0;2;35
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2021;Mayo;13831127;8740531;46304;51145;0;14;183
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2021;Junio;19301165;15791912;62400;83052;0;56;46
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2021;Julio;24720597;16200353;78798;92338;0;22;867
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2021;Agosto;26497790;13055947;79290;65275;0;3;560
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2021;Septiembre;30700880;16510971;86955;82307;0;1;2178
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2021;Octubre;22717419;9424625;63279;55555;0;0;35
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2021;Noviembre;24387673;14143268;65020;67606;0;10;28
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2021;Diciembre;25724771;12577759;67009;59759;0;49;335
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2022;Enero;22561345;9730727;57596;55045;0;4;90
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2022;Febrero;27556536;15227076;67026;74788;0;5;95
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2022;Marzo;30786140;14393276;73174;65840;0;9;89
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2022;Abril;28409339;18662414;65969;83840;0;94;115
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2022;Mayo;36149293;21612495;80260;72981;0;88;61
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2022;Junio;30004129;16383560;63884;61050;0;18;35
YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2022;Julio;15597911;1252768;31206;3706;0;0;20
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2017;Enero;1317510;748379;31730;34054;0;0;3028
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2017;Febrero;1382828;733055;33461;33470;0;0;1178
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2017;Marzo;1610989;717435;37426;32171;0;0;168
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2017;Abril;1508997;905353;34419;41219;0;30;28
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2017;Mayo;1691678;792536;38293;36783;0;0;78
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2017;Junio;1892080;1116703;42537;45940;0;10;515
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2017;Julio;1911125;767324;41548;33679;0;0;130
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2017;Agosto;1820601;1127524;38406;46765;0;6;625
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2017;Septiembre;2283896;1146274;48224;47361;0;0;1428
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2017;Octubre;1980628;934879;39590;38016;0;0;45
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2017;Noviembre;2503069;1276539;49599;51143;0;0;866
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2017;Diciembre;1660568;534512;31809;21757;1170;0;23
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2018;Enero;1875248;1017143;33363;32501;0;0;10
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2018;Febrero;1568612;865556;28002;28638;0;8;20
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2018;Marzo;2243536;1436271;40648;47548;0;0;11
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2018;Abril;2955656;2003171;53963;67247;0;0;85
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2018;Mayo;3689376;1824430;64064;56839;0;16;628
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2018;Junio;3400296;2113314;53675;62728;0;0;2019
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2018;Julio;3811830;1685029;56287;51591;0;0;50
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2018;Agosto;5020868;1765733;67635;50341;0;17;1118
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2018;Septiembre;4553485;3036680;59102;80994;0;0;830
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2018;Octubre;5892576;1989886;72901;52832;0;1;855
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2018;Noviembre;3320480;2333835;38919;56558;0;0;665
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2018;Diciembre;5962218;1945853;68093;47665;0;0;30
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2019;Enero;4450400;2083528;48626;49257;0;3;1213
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2019;Febrero;4443269;2268794;47796;53723;0;7;443
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2019;Marzo;5371113;3092318;53766;73266;0;0;18
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2019;Abril;6213407;3008451;60646;69876;0;6;1108
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2019;Mayo;11040421;3085353;96196;51740;5;2;123
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2019;Junio;10054051;5243993;84269;91727;0;0;2002
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2019;Julio;6714594;4219396;56660;71877;0;0;2465
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2019;Agosto;10760543;7184930;85557;111171;0;0;80
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2019;Septiembre;14315802;4627201;111517;68427;0;5;600
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2019;Octubre;9051335;5166717;65134;75017;0;0;55
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2019;Noviembre;7450182;8360306;49534;113366;0;270;472
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2019;Diciembre;19782792;5561914;122705;74573;0;0;590
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2020;Enero;9866206;6839226;57660;83725;0;0;124
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2020;Febrero;8118953;8901600;47130;99847;0;0;1740
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2020;Marzo;15345427;1928721;89541;78507;0;0;40
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2020;Abril;19627376;10452445;113827;108134;0;455;590
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2020;Mayo;21202637;13627477;122295;109255;0;3;85
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2020;Junio;21252525;9904525;122837;91144;0;13;5
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2020;Julio;11161797;15178989;63422;121638;0;0;1380
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2020;Agosto;19306143;21824554;108778;168019;0;0;429
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2020;Septiembre;30069487;15470240;157421;110894;0;0;38
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2020;Octubre;26988079;17069576;114330;124913;0;0;650
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2020;Noviembre;21207306;12286277;82051;89368;0;0;60
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2020;Diciembre;34119735;13653333;128727;99638;0;0;1035
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2021;Enero;22179134;14641110;81860;104409;0;0;543
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2021;Febrero;24047855;19640994;87702;137392;0;0;191
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2021;Marzo;58881611;20468468;221759;145548;0;0;15073
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2021;Abril;20000553;19115167;76962;133725;0;0;300
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2021;Mayo;42432471;25799438;155191;159928;0;0;78
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2021;Junio;33541826;25032314;114966;151565;0;0;658
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2021;Julio;49715001;25904143;170037;140185;0;0;818
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2021;Agosto;24461139;18235574;76029;95758;0;1050;780
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2021;Septiembre;51907634;25495031;163120;144878;0;0;225
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2021;Octubre;43414825;25147756;129684;126026;0;0;4265
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2021;Noviembre;31500297;30382695;88300;152760;0;0;2130
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2021;Diciembre;68375107;29289961;182772;129189;0;0;7266
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2022;Enero;43765070;26306557;116918;139850;0;0;606
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2022;Febrero;50206675;39068414;126775;176145;0;0;151
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2022;Marzo;83592283;27488245;207449;129059;0;0;2831
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2022;Abril;64465886;27420616;158606;145676;0;0;227
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2022;Mayo;91177700;42577924;209304;138399;0;0;2135
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2022;Junio;74178607;52360069;163335;221896;0;5;2165
YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores Golosineros;2022;Julio;22880465;-112665;47911;-383;0;35;606
